shot_id,plasma_volume
0,7.9174370478790745
1,7.8236936340851795
2,8.178678283648138
3,8.306161835154478
4,7.34607032958036
5,9.215272636505357
6,8.912864767410213
7,8.400115245271973
8,8.227694966698147
9,8.66744258539701
10,8.61252048142023
11,8.059246294034194
12,7.52761375801313
13,9.192076162162493
14,7.634525967356171
15,9.303124057346915
16,8.240546594831843
17,9.053560822042838
18,6.796246513990984
19,8.347053271698561
20,7.765191089303486
21,8.340381739127107
22,8.197588860787132
23,9.244911066441844
24,9.043507952087467
25,8.231540052664728
26,7.2151507780547455
27,7.3365822115971415
28,8.19204581363481
29,8.147005816281371
30,6.875870347487342
31,8.124862680069391
32,7.411556768254509
33,9.599544969319071
34,8.6788772677461
35,8.648348324744532
36,7.904670888177652
37,9.12646705061479
38,7.580023719593618
39,7.269240316147333
40,9.009622130888738
41,7.3815060977180575
42,9.243421481372426
43,7.342493110030318
44,8.679117319824917
45,8.840240494746721
46,9.022527666982667
47,7.164119424367787
48,8.267996494462697
49,7.614456396980568
50,9.208330685755955
51,8.402032159734118
52,9.178136113629678
53,8.018752994549807
54,7.684372390197965
55,7.814591173680076
56,8.85496865641013
57,8.076220854714522
58,8.690404677488669
59,7.73675376358944
60,7.896927222240344
61,9.029576033288594
62,9.446350358161663
63,7.754185627652433
64,8.590239332189212
65,7.48502889940978
66,8.727567258085939
67,7.192332019736861
68,7.557326834525932
69,7.581715149410491
70,8.857427756981512
71,8.220812031800351
72,9.277637745141519
73,8.444907816133366
74,7.360293406505057
75,8.10958376775891
76,8.855046104068105
77,7.742206097549216
78,7.796803482451786
79,8.27405264565164
80,6.976463851127022
81,8.823377116722252
82,6.958943025119806
83,7.361101085394998
84,8.137753622301659
85,7.449785155871876
86,8.758389970830484
87,7.464105040294845
88,8.653265889586121
89,8.479058648563935
90,7.3764267151253895
91,6.481716270432926
92,7.739001868181676
93,7.570955547475025
94,7.576060452320691
95,8.258838774228375
96,8.768308958163619
97,8.970993816680775
98,8.450966010559696
99,8.583996449023871
100,7.691123521885576
101,8.732481623400021
102,6.862044832429506
103,7.955280481194528
104,7.622570507752362
105,8.493108925714678
106,7.624239694320493
107,8.948741750473962
108,7.75750539219938
109,8.448466780756144
110,7.346024126344515
111,9.00607659129923
112,7.843707014532834
113,7.0143504797606635
114,8.522948884779948
115,7.137607825011511
116,9.377588114936831
117,8.789618806922755
118,8.631059441747713
119,7.353153207093504
120,8.058023473231728
121,7.518820397815861
122,8.910879331346026
123,6.946341650768892
124,8.310686720494003
125,9.054389600622013
126,8.532417788335138
127,8.696795283781935
128,8.496918772849341
129,8.275413773359704
130,7.661668803877142
131,8.443324522172238
132,7.545193878309107
133,8.223870449846716
134,9.21271357480854
135,8.83635369772335
136,7.436686164812833
137,7.414828036221122
138,8.14938670562407
139,9.343358262385854
140,8.948623711448432
141,8.599370521308082
142,8.961462774213516
143,8.19709308426072
144,7.155398477210036
145,8.300441985259008
146,7.496795596522151
147,7.92662701798423
148,7.756744824319766
149,7.859275968586809
150,8.90355498487691
151,8.130358494047147
152,7.468996388089715
153,8.610929074044861
154,8.392196776759539
155,7.352816425825107
156,7.248900649049046
157,9.11740654431088
158,8.733293591225006
159,8.32575790697339
160,8.461816489677886
161,9.288981809830746
162,8.9817451683202
163,8.275589661511484
164,7.4862465775623255
165,7.873719491105727
166,8.52026475550852
167,7.786002690871592
168,7.362350624862789
169,9.0838773192855
170,8.259595759825485
171,7.745342516391079
172,6.848393054726948
173,8.740986925661725
174,7.241715171570636
175,7.121081614364565
176,6.95225523367518
177,9.498143819416487
178,8.036418968245874
179,8.5647527928495
180,9.065879486383315
181,8.498424679427547
182,9.212489584037765
183,6.672968645509778
184,7.429852643440583
185,9.00447518682029
186,7.331494579241067
187,7.1971398675473495
188,8.870896645855426
189,8.482614297379238
190,7.489875961120136
191,8.452718987928446
192,8.708613990691996
193,9.01281150416299
194,9.053971491107093
195,7.9444665994135395
196,7.321559724234624
197,7.970299026414298
198,7.7392568882414725
199,8.412222597664922
200,8.313082061126355
201,7.345758411371293
202,9.093653502921667
203,8.735835637400434
204,8.638103521967032
205,8.734129753918353
206,8.532353668532338
207,8.427610458878833
208,9.035069239635408
209,8.764821413456477
210,7.791352400975727
211,9.229346573106042
212,8.630035432446505
213,8.896375690567279
214,7.65611974899496
215,8.259851609658783
216,8.234324017263082
217,9.769896190522461
218,8.962583927734865
219,8.955641846974126
220,7.459520904130793
221,8.946957879583596
222,9.231431961919249
223,8.066127340287393
224,8.570836457895108
225,8.513005775002743
226,7.34010304077362
227,7.500055464078854
228,9.006528408371826
229,8.238644063057736
230,8.551419590436584
231,8.59616248325822
232,8.169295115213078
233,9.08299995843618
234,8.288825478117346
235,7.397967368949404
236,7.282545941102956
237,9.213472657879498
238,7.76811309651202
239,9.282763942918844
240,8.165634872963308
241,8.209639251866998
242,9.154840881711104
243,8.684034955908103
244,7.939457633125875
245,9.123979595759034
246,8.573677357604137
247,8.41090534597567
248,8.22705972673062
249,7.832138437970322
250,8.41688488025052
251,7.888266697514797
252,7.496750889948416
253,7.613544117581239
254,8.557663316260617
255,8.917454573518638
256,7.878062609027675
257,7.7750131626779595
258,7.048312898027451
259,7.838694049039202
