shot_id,plasma_volume
0,8.60220969233522
1,7.807183991099629
2,8.579404972384099
3,8.273895552666795
4,7.88112067522817
5,8.487586642663064
6,7.004073833500614
7,7.325167356752831
8,8.598330382076012
9,9.260291193661683
10,7.759859114514026
11,7.239200371067436
12,8.974173079524919
13,7.5903544993164465
14,7.560718993231409
15,8.7272476403159
16,8.95151182297313
17,8.762059590106952
18,8.534183601917276
19,8.33331132094124
20,7.486905277049364
21,7.396683238759649
22,9.034740536439894
23,8.920331236310606
24,8.792419820321037
25,9.223168299719223
26,8.716325881902357
27,9.207392903928737
28,8.757243146730994
29,7.248135939304939
30,8.830406242780205
31,8.817026655020182
32,8.971542685833798
33,8.795632475242472
34,7.636751871957699
35,8.954659158029552
36,7.277190306888082
37,7.656348906577575
38,8.842502379166792
39,7.902126832850374
40,9.164072867544618
41,8.069117129722038
42,8.683389874112086
43,8.638485572264285
44,7.111335416106022
45,8.959912452905483
46,8.42660299240265
47,7.486374445629742
48,6.007823526266481
49,9.067619134239168
50,8.489487684168028
51,7.866875518117087
52,7.847920850497474
53,8.906694817409257
54,7.530019603426837
55,8.728342431421494
56,8.666681384119611
57,7.791520616224704
58,7.664353321573428
59,8.987690063731735
60,9.510419312738735
61,7.805395574012277
62,8.1171929019619
63,8.461889055604976
64,9.98061140774977
65,7.5814093712234465
66,8.730278488121165
67,9.276641217069255
68,9.122465118356768
69,8.763920768890493
70,8.69781351890926
71,7.431176064005804
72,9.184173327704505
73,8.97520532875824
74,9.185251265214594
75,7.297292492029698
76,9.051462144251603
77,8.601176686833975
78,7.904302651924641
79,6.669311802823302
80,9.356408558092536
81,7.563329759686577
82,8.359271629717773
83,8.458153143984948
84,7.74559865731315
85,7.933822719252903
86,8.763735663876403
87,9.075277048782477
88,8.86871131293741
89,8.608762529170594
90,9.064299787801334
91,8.598707728779052
92,8.078387039090387
93,7.512553191183942
94,7.484183751242185
95,9.160610467558223
96,8.361497274928713
97,6.956410017030298
98,7.882772593507108
99,9.109964165449032
100,8.899267061379184
101,8.800902252035723
102,7.5757642715743225
103,6.704949517251659
104,8.559214766131074
105,9.03293318466911
106,9.225498493148704
107,7.05476402431725
108,8.495613369023204
109,7.224113271175452
110,6.7217548373836955
111,8.560240310901388
112,8.982449243622325
113,8.469029001864808
114,8.667864816503704
115,9.309800550923397
116,8.36723196840176
117,8.807990223772629
118,7.969812220788817
119,7.557806093001162
120,8.578875823268161
121,7.929112027968517
122,9.033546457986118
123,8.106977597046836
124,7.690068607125966
125,7.633237913798031
126,7.5436276758218295
127,9.059000629873081
128,7.90175532824905
129,9.05422663793998
130,8.918804840034936
131,8.366366311746745
132,9.093373985863462
133,8.562166121544239
134,8.693535252455089
135,8.915564133282384
136,8.867610293943647
137,7.325828068342794
138,8.87480881203601
139,6.8141820744112245
140,8.551069585207493
141,7.49374247468364
142,9.111073106463925
143,8.470609198199112
144,7.855660065676823
145,9.115821569554388
146,8.84808071304835
147,7.388472566218816
148,7.562864958617483
149,6.429587296626794
150,8.699721527169936
151,8.334287123169306
152,8.654088995122837
153,8.99532735412846
154,8.84245294770128
155,7.805773059552938
156,8.061701387254132
157,8.922610336473834
158,8.646733316963097
159,7.619849606766517
160,9.099522056933612
161,7.855662429946886
162,7.546187013656111
163,9.05004052773881
164,7.486959346465533
165,9.096061639543729
166,6.661985642236577
167,8.792175624280453
168,8.7635035953113
169,9.638329540822479
170,8.855791668976657
171,9.01383398529002
172,9.052647555840304
173,8.794685556475825
174,7.2696176330606335
175,7.701642118377856
176,7.49518784173942
177,7.634663883804344
178,7.350237888120403
179,8.774980075765585
180,7.433371477226669
181,7.457885203617298
182,7.284840005075713
183,7.5474114803788055
184,8.722742612019593
185,7.236228991681071
186,8.911620073567489
187,8.161465789082147
188,9.374238322434008
189,9.161456777711809
190,7.805279787752425
191,9.485286137295262
192,8.960822567749492
193,7.9331190473609485
194,8.69654347625481
195,9.000860117845914
196,7.4365202618831185
197,8.992424509709638
198,9.474408187564029
199,7.987633743098703
200,8.762055051448634
201,9.143332023881511
202,9.638425623176035
203,8.104918776092068
204,9.633212985663562
205,8.908947612413451
206,7.309876590426533
207,7.501161961334146
208,8.60974727231391
209,9.028758583869426
210,7.736992919415912
211,8.697714062538935
212,8.576133127425706
213,7.820489615961148
214,7.745022376835679
215,6.959437238247142
216,9.58285347357992
217,7.289616672374261
218,8.85877302836492
219,9.042255350259337
220,7.957723980401927
221,7.593979169258627
222,9.211467548520298
223,8.578196628441196
224,8.360676835527014
225,7.398596999531979
226,8.81712323094318
227,9.41491723261841
228,9.060639618173001
229,8.558894773840338
230,8.904713853801226
231,8.783828077368794
232,7.479164260519352
233,8.550815852624309
234,8.736513234462107
235,8.602904244572171
236,8.98052919714902
237,8.950689125555387
238,8.843645923260476
239,8.882044909669375
240,8.471625475649052
241,8.35837865966223
242,8.976883812826982
243,8.431905741887698
244,8.768870830186701
245,7.452428056024192
246,8.537598830521798
247,9.090772358335663
248,7.931040870000434
249,7.328639720076009
250,8.984056037380594
251,7.864577745631187
252,8.13324003503514
253,8.715173864373055
254,7.766985805249922
255,8.326035400573646
256,8.24514734118371
257,8.559112632226439
258,9.233543337526822
